Title,Lyrics,Genre
চাইয়া দেখরে কি আনন্দ অইতেছে আজ নদীয়ায়, দেখরে কি আনন্দ অইতেছে আজ নদীয়ায়।বালবৃদ্ধ যুবানারী তারা মধ্যে হরিগুণ গান গায়।।ডালে বৈসে শুকসারি বদন ভৈরে বলে হরি সুখে বলে ওগো মারি দরশনের সময় যায়।।জগাই মাধাই পাপী ছিল (হরির) নামের গুণে উদ্ধারিল কলসীর কান্দায় মাইল বারি দয়াল নিতাইর কোমল গায়। ভাইবে রাধারমণ বলে মানব জনম যায় বিফলে বুঝি আমার কর্মদোষে (দয়াল) নিতাইর বাতাস লাগল গায়।,লোকসঙ্গীত
চাতক রইলো মেঘের আশে তেমনি মতো রইলাম গো আমি, রইলো মেঘের আশে তেমনি মতো রইলাম গো আমিশ্যামচন্দের আশে গোসাঁই আমি মনের দুক্ষ কার ঠাঁই কই।।ধু।।তমাল ডালে বাজাও হে বেণু তিমাল ডালে লাগছে গোরাধার শ্যামপদ রেণু;তমাল ডালে আমার গলে একত্রে বাধিয়া থই।ভাইবে রাধারমণ বলে পড়িয়া রইলাম শ্যামের যুগল চরণতলেশ্যামের দেখা পাব বলে আশা পথ চাইয়া রই।।,লোকসঙ্গীত
চার রঙে ফুটিয়াছে ফুল কুরেশের বাগিচাতে," রঙে ফুটিয়াছে ফুল কুরেশের বাগিচাতে যে পাইল ফুলের গন্ধ, অমর হইল ধরাতে।। আব্দুল্লারই ঔরসেতে পাইল বিবি আমেনায় তিনশ নারীর মৃত্যু হইল, সে ফুল পাইবার আশায় দিল ফুল বিধাতায়, আমিনারই গর্ভেতে।। জন্ম নিয়া মায়ের স্তনে, মুখ দিলা না নুরীতন ইয়া হাবলী উম্মতি বলে, সজিদায় পড়েন তখন কান্দিয়া ভিজাইলেন বদন, উম্মতকে উদ্ধারিতে।। ইসলাম ধর্ম করলেন জারি, পেটে পাথর বান্ধিয়া ছাগল চড়াইতেন নবি, খোদেজার বাড়ি গিয়া কয় দুর্বিন শাহ পায় খোদেজা, সব দিয়া চরণেতে।। ",লোকসঙ্গীত
চাল ছানিত্ কামলা চাচা দিলায় না, ছানিত্ কামলা চাচা দিলায় না মাইয়ে করলা মুরুগ জবো আইয়া তুমি খাইলায় না ॥ চাইচ্চে হিদিন মুরুগ লইয়া মাইর লগে ঝগড়া করিয়াগোসা করি গেছইন কইয়া তোমরার বাড়িত যাইতাম না।বন্দেপাত্রে থাকি আমরা ঝগড়া করলা তারা তারাএই বিষয়ে ভালাবুরা আমি কুন্তা জানি না ॥ আরিপরি মিইল্যা খাওন ভালা-বুরায় খবর লওন বেহুদ্দা ঝগড়া করন ইতা আমি ভালা পাই না। পারি না মাইরে বুঝাইয়া তাইন কিছু বেনারাইয়া যেছা একটা কথা লইয়া ধরলে কথা ছাড়ইন না ॥ আমি ইতা কানো লই না আনাকামে মাত্ বেশাই না পরের কথায় ফাল মারি না ঝগড়া ফসাদ ভালা না। মন থাকি ইতা ছাড়ি দিও করিমরে মন্দ কইও বিয়ালে চাচা বেড়ানিত্‌ যাইও দুইন্যাই বেটা কুন্তা না ॥,লোকসঙ্গীত
চিঠি দিয়া শ্রীরাধিকায় পাঠাইছইন মোরে, দিয়া শ্রীরাধিকায় পাঠাইছইন মোরেশোন শ্যাম গুণধাম নিতে রে তোমারেপ্ৰেম ডুরি দি বান্ধিয়া নিতে এতে নিষেধ নাইশ্ৰীরাধিকার দোহাই যদি মান রে কানাই।মন্দিরের সামনে গিয়া জিকাইন দুতিরে–আজিকার রজনী রাধার পোষাইল কেমনে।সুখের নিদ্রা যাও তুমি চন্দ্রার কুঞ্জেতে আমি নারী অভাগিনী জাগি নিশি কাটিরে। ভাইবে রাধারমণ বলে বলি গো ধনি তোরেপুরুষ সমান নিষ্ঠুর নাই জগৎ সংসারে।। পাঠান্তর : হা/: চিঠি > আরো চিঠি; জিকাইন > জিজ্ঞাসাইন; আজিকার … কেমনে > আজিকার নিশিরাত পোষাইলে কেমনে/ আরো যেমনে তেমনে নিশি পোষাইছইন রাধা; আমি নারী… কাটিরে > × × তোরে > রাই; পুরুষ… সংসারে > পুরুষ পাষাণ নয় গো মাইয়া পাষাণ। ,লোকসঙ্গীত
চিত্ত যায় জ্বলিয়া গো, যায় জ্বলিয়া গো গেল রোধে কি স্বপন দেখাইয়া আমার প্রাণ রাই রাই বলিয়া জয়রাধা শ্ৰী রাধা বলে বুক ভেসে যায় নয়ন জলে আর চিত্তের অনল কে দিল জ্বালাইয়াও রাধায় কয় কথা হাসিয়া ভাইবে রাধারমণ বলে প্ৰেমানলে অঙ্গ জ্বলে আমার সুন্দর মূর্তি কে নিল হরিয়া।,লোকসঙ্গীত
চিন্তা জ্বরের ঔষধ কোথায় পাই চিন্ডিয়া চিন্ডিয়া জনম গেল, জ্বরের ঔষধ কোথায় পাই চিন্ডিয়া চিন্ডিয়া জনম গেলচিন্তা রোগের ঔষধ নাই।। ধু।।চিন্তা জ্বরে পাইলা যারে কুচিন্তাতে যার ধরেনিচিন্তে কি সে রইতে পারে তার প্রাণে বাচাঁবার উপায় নাই।কাম চিন্তায় মত্ত হইয়া দিন বিফলে গেল গইয়া–মায়া জালে বন্দী হইয়া দিন তা আমার বইয়া গয়াই। চিন্তা জ্বরে পাইল যাদের বৈদ্যে না সারাতে পারে। প্ৰেম চিন্তায় পাইলো যারে মিছা রে তার দুনিয়াই। প্ৰাণ বন্ধুয়া যদি আইতো মনের চিন্তা চলিয়া যাইতো। আমাকে আকে পাইতো আমি কি ভব মায়া চাই। ভাইবে রাধারমণ বলে চিন্তায় জীবন গোল চলে মনের চিন্তা যাবে চলে যদি বন্ধের দেখা পাই।,লোকসঙ্গীত
চির পরাধিনী নারীর গো মনে সুক থাকে না, পরাধিনী নারীর গো মনে সুক থাকে না।আপনার সুকে সুকী জগৎ পরায় সুক বুঝে নানারীর পরার আশে পরার বশে দুঃখে জীবন যাপনা। দিবস রজনী ঘরে গুরুর গঞ্জনা।।নারীর দুল্লব জনম পরার হাতে দুঃখে প্ৰাণ বাঁচে না। পাইতে শ্যামের যুগল চরণ গোসাইরাধারমণের বাসনা।।,লোকসঙ্গীত
চুপ করে আছিস মন কিবা শক্তিবলে, করে আছিস মন কিবা শক্তিবলেহরি বলে এখন তুমি ভেসে যাও প্ৰেম সলিলে।।ধু।। অন্তরেতে ঘুণ ধরেছে পাক ধরেছে সব চুলে দাঁতগুলি সব খসে গেছে মাংসপেশী গেছে ঝুলে। শিয়ারে তোর যম বসায় নিজেরে ধরে এককালে তখন তোর বিষয় বৈভব থাকবে কে তে আগুলে ভয়ে সারা দৃষ্টিহারা ভাসবে রে নয়ন সলিলে হায় তখন বাকহারা যেতে হবে সব ফেলে। গায়ে দিলে নুতন বসন দগ্ধ করবে অনলে বিষয় বৈভব রবে পড়ে ভাইবে রাধারমণ বলে।,লোকসঙ্গীত
চুলা বানাইল কি কৌশলে," বানাইল কি কৌশলে ॥কলের চুলায় জল দিলে আগুন জ্বলে কেমন সুন্দর কলের চুলা কত লোকের উলা-মেলা ।(কত) ধনীমানি পান্থশালায় আসে যায় দলে দলে ॥গরীবদুঃখির অতিথিখানা খাইতে গেলে পেট ভরে না, এক তরকারির বেশি দেয় না পাক কইরা দেয় এক জ্বালে ॥সেই খাওনের কেমন মজা ঘৃত ছানা মুণ্ডা ভাজা, (যত) ভিখারী গিয়া সাজে রাজা সেই খাওনের মায়ায় ভুলে ॥হিমালয় পর্বতের পরে জল রেখেছে সরোবরে, যার যেদিন দরকার পড়ে জল আসে তার টিপ দিলে ॥যত আছে খোদার বান্দা এই চুলাতে সবার রান্দা, গরম থাকতে হয়রে গান্ধা, ভাবিয়ে রশিদ বলে ॥",লোকসঙ্গীত
চৈত্র মাসে বৃষ্টির জলে নিল বোরো ধান," মাসে বৃষ্টির জলে নিল বোরো ধান ভেবে মরি হায় কী করি বাঁচে কি না প্রাণ ॥ হাওর এলাকায় থাকি আমরা কৃষাণহাড়ভাঙ্গা পরিশ্রম করি ফলাই বোরো ধান এসে বন্যার জল অকালে ডুবাইয়া নিলহাওরের ফসল মানুষ হয়েছে পাগল গরিবের নাই সহায়-সম্বল বড়ই নিদান ॥ দারুণ সমস্যা এসে দাঁড়ালো হঠাৎঘাস বিনে মরিবে গরু মানুষের নাই ভাত বাড়ির ঘাটেতে পানি গরিবের ভাঙা ঘর চালে নাই ছানি ভাবে দিন রজনীকার দুঃখ কেবা শুনি সবাই পেরেশান ॥ স্ত্রী বলে, ওগো আমি বলো কোথায় যাই লবণ মরিচ পিঁয়াজ রসুন কেরোসিন তৈল নাই জানো তো খবর একেবারে ছিঁড়ে গেছে মোর পরনের কাপড় এবার সমস্যা বিস্তর স্বামী বলে, নৌকা নাই মোর বড়ই নিদান ॥ এই দেশেতে ফসল রক্ষা বড়ই বিভ্রাট দেশের যত নদী নালা হয়েছে ভরাট বৃষ্টি হইলে কুল ডুবাইয়া নদীর পানি হাওরে চলে, ফসল নিল সমূলে নদী খনন না হইলে নাই সমাধান ॥ যে পানিতে সোনার ফসল ডুবাইয়া নিলস্বচক্ষে দেখেছ পানি কোন পথে আইলো ফিরে আসবে বারেবার যমে চিনেছে বাড়ি হও হুশিয়ার নইলে উপায় নাই যে আর ভবিষ্যৎ নিরাপত্তার খোঁজে নেও সন্ধান ॥ আর কোনো ভরসা নাই করি এক ফসল বারে বারে নষ্ট করে এসে বন্যার জলদুর্বলতা ছাড়া বাঁচার জন্য কাজ করে যাও নিজে যাহা পারো কোদাল শক্ত করে ধরো করিম বলে চেষ্টা কর হইবে কল্যাণ ॥ [কালনীর ঢেউ]",লোকসঙ্গীত
চৈত্র মাসে বৃষ্টির জলে নিল বোরো ধান," মাসে বৃষ্টির জলে নিল বোরো ধান ভেবে মরি হায় কী করি বাঁচে কি না প্রাণ ॥ হাওর এলাকায় থাকি আমরা কৃষাণ হাড়ভাঙা পরিশ্রম করি ফলাই বোরো ধান এসে বন্যার জল অকালে ডুবাইয়া নিল হাওরের ফসল মানুষ হয়েছে পাগল গরিবের নাই সহায় সম্বল বড়ই নিদান ॥ দারুণ সমস্যা এসে দাঁড়ালো হঠাৎ ঘাস বিনে মরিবে গরু মানুষের নাই ভাত বাড়ির ঘাটেতে পানি গরিবের ভাঙা ঘর চালে নাই ছানি ভাবে দিন রজনী কার দুঃখ কেবা শুনি সবাই পেরেশান ॥স্ত্রী বলে, ওগো আমি বলো কোথায় যাই লবণ মরিচ পিঁয়াজ রসুন কেরোসিন তৈল নাই জানো তো খবর একেবারে ছিঁড়ে গেছে মোর পরনের কাপড় এবার সমস্যা বিস্তর স্বামী বলে, নৌকা নাই মোর বড়ই নিদান ॥ এই দেশেতে ফসল রক্ষা বড়ই বিভ্রাট দেশের যত নদী নালা হয়েছে ভরাট বৃষ্টি হইলে কূল ডুবাইয়া নদীর পানি হাওরে চলে–ফসল নিল সমূলে নদী খনন না হইলে নাই সমাধান ॥ যে পানিতে সোনার ফসল ডুবাইয়া নিল স্বচক্ষে দেখেছো পানি কোন পথে আইলো ফিরে আসবে বারেবার যমে চিনেছে বাড়ি হও হুঁশিয়ার নইলে উপায় নাই যে আর ভবিষ্যৎ নিরাপত্তার খোঁজে নেও সন্ধান ॥ আর কোনো ভরসা নাই করি এক ফসল বারে বারে নষ্ট করে এসে বন্যার জল দুর্বলতা ছাড়ো বাঁচার জন্য কাজ করে যাও নিজে যাহা পারো কোদাল শক্ত করে ধর করিম বলে চেষ্টা করো হইবে কল্যাণ ॥",লোকসঙ্গীত
ছাড়িয়া না দিব বন্ধুরে ছাড়িয়া না দিব, না দিব বন্ধুরে ছাড়িয়া না দিব তুমি যদি ছাড় বন্ধুরে আমি না ছাড়িব।ওরে সুনারো পুতুলার মত হৃদয়ে রাখিব।।তুমি হইবায় কল্পতরু রে বন্ধু আমি হইব লতাওরে দুই চরণে বান্ধিয়া রাখিমু ছাড়িয়া যাইবায় কোথা। ভাইবে রাধারমণ বলে রে বন্ধু মনেতে ভাবিয়া অভাগীরে সঙ্গে নেও নিজ দাসী জানিয়া।,লোকসঙ্গীত
ছাড়িয়া যাইবার না লয় মনে আমরা বিদায় হই, যাইবার না লয় মনে আমরা বিদায় হই। জন্মের মতো প্ৰাণনাথরে আবার দেখিয়া লই।।থাক থাক ওরে বন্ধু বৃন্দাবন জুড়িয়া। কাকুতি মিনতি করইন চরণে ধরিয়া।। দয়া নি রাখবায় বন্ধু অধম জানিয়া ভাবিয়া রাধারমণ বলে শুন গো ধনী রাইপাইবায় তোমার ঠাকুর কৃষ্ণে কোনো চিন্তা নাই।।,লোকসঙ্গীত
ছেলেমেয়ে আছ যারা শিক্ষা-দীক্ষার প্রয়োজন, আছ যারাশিক্ষা-দীক্ষার প্রয়োজন আসলে ভুল করিও নাধরো উস্তাদের চরণ ॥ যারা এই সোনার বাংলায় গরিবকুলে জন্ম নিলায় যেভাবে বেঁচে থাকা যায়সময়ে চেষ্টা করণ ॥ দেশ যখন স্বাধীন হলো তাই সবাই বেঁচে থাকতে চাইদিনমজুরের মজুরি নাইউপায় কী বল এখন ॥ বিপন্ন লোক যারা আছেদুঃখ-কষ্ট করে বাঁচে ধনী যারা রঙ্গে নাচে গরিব কাঙালের মরণ ॥ ক্ষুধায় খাদ্য মিলে না যার রোগ হলে নাই ঔষধ ডাক্তার বেঁচে থাকার উপায় নাই আর ভাবি মনে সর্বক্ষণ ॥ ধরল না ফল আশার গাছেএই দুঃখ বলবো কার কাছেআবদুল করিম বেঁচে আছেসুখ-দুঃখ করে বরণ ॥,লোকসঙ্গীত
জগজননী ভবান্দারা আসিয়াছে, ভবান্দারা আসিয়াছে।।ধু।। তপ্ত কাঞ্চন রূপের কিরণ ভুবন আলো করিয়াছে।।চি।। শুকনামা সুকেশিনী ত্ৰিভঙ্গ বাঁকা ত্রিনয়নী ওষ্ঠাধর বিম্ব জিনি দশভুজে বেড়িয়াছে ইন্দ্ৰধনু জিনি ভুরু যেন রামে রম্ভা-উরু শ্ৰীচরণ পল্লব কল্পতরু একশচন্দ্ৰে শোভিয়াছে কী শোভাবাসা চন্দ্রিমা জগতে নাই তমসাহরিহরের মনোরমা সিংহোপরি দাঁড়াইয়াছেসঙ্গে লক্ষ্মী সরস্বতী কার্তিক আর গণপতি রাধারমণের এই মিনতি অন্তে যেন রেখা কাছে।,লোকসঙ্গীত
জনম দুখী কপাল পোড়া, উপায় বলো না জনম দুখী কপাল পোড়া গুরু আমি একজনা।। গিয়েছিলাম ভবের বাজারে ছয়জন চোরা করলো চুরি গুরু বাঁধল আমারে।। ছয় চোরা খালাস পাইলো রে গুরু আমি রইলাম জেলখানায়।। শিশুকালে মরে গেল মা গর্ভে থাকতে মরলো পিতা গুরু চোখে দেখলাম না। কে করিবে লালন-পালন গুরু কে দিবে মোরে সান্ত্বনা।। ,লোকসঙ্গীত
জনসমুদ্রে নতুন জোয়ার এল রে," নতুন জোয়ার এল রে স্বৈরাচারের সিংহাসন আজ ভেসে গেল রে ॥ বাংলার গণজাগরণে গণতন্ত্রের আগমনে সচেতন বাঙালির মনে সাড়া দিল রে ॥ যারা চায় স্বাধীনতা জাগলো আজ সেই জনতা সবার মুখে একই কথা সামনে চল রে ॥ কৃষক-মজুর ভাই ভাই হিন্দু-মুসলিম প্রভেদ নাই বাঁচার মতো বাঁচতে চাই, সবাই বল রে ॥ যাইতে লক্ষ্যস্থলে দেশপ্রেমিক সকলে মিলে জনগণের ঐক্যের বলে বিজয় হলো রে ॥ ঐক্য যদি থাকে অটল হইবে কর্ম সফল কৃষক-মজুর মেহনতিদল আশায় ছিল রে ॥শোষণমুক্ত হলো না তো ভাবছে করিম অবিরত বাঙালি বারেবার কত রক্ত দিল রে ॥",লোকসঙ্গীত
জন্মিয়া শুনেছি ভবে তুমি আছ, শুনেছি ভবে তুমি আছ তুমি চন্দ্র সূর্য গ্রহ তারা আকাশ বাতাস সৃজিয়াছ ॥ এ বিশ্বব্রহ্মাণ্ড গড়ে জীবসমষ্টি সৃষ্টি করে প্রাণের প্রাণ হয়ে পরে মিছরিতে মিঠা সেজেছ ॥ ছয় রিপুর যন্ত্রণায় পড়ে ঘুরছে জীব এই সংসারে ধর্মাধর্ম বিচার করে কয়জনকে সে-জ্ঞান দিয়াছ ॥ মসজিদ-মন্দির-গির্জাঘরেকেউ খোঁজে জঙ্গল-পাহাড়ে আবদুল করিম বিশ্বাস করে আমাতে তুমি রয়েছ ॥,লোকসঙ্গীত
জন্মের মত দিয়া ফাঁকি উড়ে গেল রাধাপাখী, মত দিয়া ফাঁকি উড়ে গেল রাধাপাখী।।ধু।।সুবল রে–কলসী লইয়া কাঁখে আড় নয়নে ঘোমটা টেনে জল আনতে যায় বিধুমুখী আশার আশে আর কত দিন পন্থপানে চেয়ে থাকি।সুবল রে–লোকেরে না মুখ দেখাবো যমুনাতে প্ৰাণ তেজিবো রাখবো না আর এ ছাড় জীবন। পাখীর লাগি কানতে কানতে দেহ মাত্র আছে বাকী। সুবল রে–ভাইবে রাধারমণ বলে প্ৰেমানলে অঙ্গ জ্বলে সে জ্বালা না যায় সহন দরশন না হইলকেমনে প্ৰাণ বুঝাইয়া রাখি।,লোকসঙ্গীত
জল আনিতে দেইখে আইলাম গো সকি গৌরবরণ বাঁকা, আনিতে দেইখে আইলাম গো সকি গৌরবরণ বাঁকা। এগো কি কুক্ষেণে শ্যামের সনে হইল আমার দেখা।।হস্তে শ্যামের মোহন বাঁশি গো শিরি মোহন চুরা এগো কাঁচা সোনা বিল মিল বিলমিলতনু খানি মাখা।।মনপ্ৰাণ নিল শ্যামে গো শুধু দেহামাত্র একা এগো মনভোলানো রূপটি আমার হৃদয় মাঝে আঁকা।। উপায় বল ও সজনী গৃহে দায় হইয়াছে থাকা এগো পাখির মতন উইড়া যাইতাম থাকত যদি পাখা।।ভাইবে রাধারমণ বলে তারা শুন রে প্রাণের সখা এগো নিশাকালে শ্যামের সনে হইব তোমার দেখা।।,লোকসঙ্গীত
"জল ভর কমলিনী জলে দিয়া ঢেউ, গো"," ভর কমলিনী জলে দিয়া ঢেউ, গো শ্ৰীনন্দের নন্দন কালা কদম্বেরি তলে গো।।শুনহে শ্যাম বংশীধারী করি রে বিনতি তুমি হাওরে রাধার গঙ্গাজল আমি কলসী ভরি।কলসী লইয়া জলে নামলা গঙ্গার জলে সখীর সঙ্গে মনোরীঙ্গে কাল জল ভরে কলসী ভরিয়া রাধে থইলা কদমতলে কলসীর ভিতরে বাঁশি রাধা রাধা বোলে।শুইন্যা ধ্বনি রাই রঙ্গিনী–চতুর্দিকে চায় গোচল চল গৃহে চল রাধারমণ বলে।",লোকসঙ্গীত
জলধারা দেও গো সখী মাথে," দেও গো সখী মাথে কর্মদোষে পাইলাম না গো শ্ৰী জগন্নাথে। জলের ছলে কলসী কাখে গেলাম যমুনাতে একা পাইয়াও পাইলাম না গো আপন কর্ম দোষেতেজল ঢালিয়া আবার গেলাম যমুনারই ঘাটতে চউখে দেখি প্ৰাণনাথে পাই না হাতের কাছেতে।পাইয়া তারে পাইলাম না গো আপন করম দোষেতে কপাল দোষে অইছি দোষী ঠাটা পাইলো মাথাতে।ভাইবে রাধারমণ বলে আঘাত করি মাথাতেপাইয়া বন্ধু পাইলাম না গো আপন করম দোষেতে। পাঠান্তর : কর্মদোষে..যমুনাতে > × ×, যমুনারই ঘাটতে > বন্ধু পাইবার আশে; চউখে … কাছোতে > × ×, কপাল দোষে।…মাতাতে > × ×, আঘাত করি মাথাতে > থাকো জলের ঘাটে, পাইয়া বন্ধু…দোষেতে আমার তোমার দেখা হবে রাত্র নিশা। কালে। ",লোকসঙ্গীত
জলধারা দেও মাথে গো সখী জলধারা দেও মাথে, দেও মাথে গো সখী জলধারা দেও মাথে।জল ডালিয়া জলে গেলাম গো সখী বন্ধু পাইবার আশে কালনাগে ছুপ মারিয়াছে বিষ উইঠাছে মাথে। রঙ্গ গেল রূপ গেল গো সখী গেল মুখের হাসি সোনার অঙ্গা মলিন হইল বয়সে দিল ভাটি।ভাইবা রাধারমণ বলে মনেতে ভাবিয়া এগো মনের আগুন জ্বলছে দ্বিগুণ জল দিলে কি নিবে।,লোকসঙ্গীত
জলে কি নিবাইতে পারে প্ৰেম অনল যার অন্তরে, কি নিবাইতে পারে প্ৰেম অনল যার অন্তরে।এগো জল দিলে দ্বিগুণ জ্বলে শীতল হয় না গঙ্গাজলে।।বন পোড়ে সকলে দেখে মনের আগুন কেউ না দেখে বিনা কাঠে জ্বলছে আগুন আমার রিদের মাঝেভাইবে রাধারমণ বলে আমার মনের অনলা কেউ না দেখে আমি হইয়াছি পিরিাতের মরা অন্যে কি জানিতে পারে।।,লোকসঙ্গীত
জলে গিয়াছিলাম সই," গিয়াছিলাম﻿ সই কালা কাজলের পাখি দেইখা আইলাম কই।। সোনার ও পিঞ্জরা সই গো, রুপার ও টানগুনি আবের চান্দুয়া দিয়া পিঞ্জরা ঢাকুনি।। পালিতে পালিসলাম পাখি দুধ কলা দিয়া।। এগো যাইবার কালে বেঈমান পাখি না চাইল ফিরিয়া।। ভাইবে রাধারমণ বলে পাখি রইলো কই।। এগো আইনা দে মোর প্রাণ পাখি পিঞ্জরাতে থুই।। কথা: রাধারমণ দত্ত কণ্ঠ: ওস্তাদ রাম কানাই দাস ",লোকসঙ্গীত
জলে গেছিলাম একেলা, গেছিলাম একেলা একলা পাইয়া শ্যাম বন্ধে খেলিয়াছে রসের খেলা।একলা পাইয়া শ্যাম বন্ধে করছে উলা মেলাবহুরসের খেলা খেলছে শ্যাম চিকন-কালা জল আনতে কলসী কাঙ্খে গেছিলাম অবলা কুলবধূ মানছে না গো কুল নাশিছে নন্দের কালা।ভাবিয়া রাধারমণ বলে শোনা গো সব অবলা কেউ যাইছ না জলের ঘাটে কুল নাশিবো নন্দের কালা।।,লোকসঙ্গীত
জলে না যাইও ওহে কলঙ্কিনী রাধা কদম গাছে উঠিয়াছে কানু হারামজাদা, তুই জলে না যাইওও হে কলঙ্কিনী রাধাকদম গাছে উঠিয়াছে কানু হারামজাদামা তুই জলে না যাইও… না যাইও না যাইও রাধে কদমতলা দিয়াকানাই পাতিছে ফান্দো রাধিকা লাগিয়া হাটত না যাও বাটত না যাও ঘাটত না যাও লাজেআইলো তায় রাকিছে এ নাম কলঙ্কিনি রাধে না যাইও না যাইও রাধে যমুনা বহুদূরহাঁটিয়া যাইতে রাধে পরিছে নুপুর —————-রাধারমণ দত্ত ,লোকসঙ্গীত
জলে যাইও না গো রাই," যাইও না গো রাই জলে যাইও না গো রাইআইজ রাধার জলে যাওয়ার জাতের বিচার নাইমায়ে পিন্দইন যেমন তেমন ভইনে পিন্দইন শাড়িশ্রীমতি রাধিকার পিন্দইন কৃষ্ণানীলাম্বরী।ভাইবে রাধারমণ বলে শোন গো ধনী রাইকালার লাগি হইছইন পাগল, কমলিনী রাই।। বিকৃত রূপ :- জলে যাইও না গো রাইআজ কালিয়ার জলে যাওয়ারজাতের বিচার নাই।। ভঙ্গি করি দাঁড়ায় আছেনবিনোদ-কানাইযৌবত নারী দেখলে পরেআঁড় নয়নে চাই … ————-রাধারমণ দত্ত ",লোকসঙ্গীত
জলের ঘাটে চলে গো সখী জলের ঘাটে চল," ঘাটে চলে গো সখী জলের ঘাটে চলকালার রূপ হেরিব নয়ন ভরি, চল গো সখি চল।আমি নয়ন ভরি হেরব সেরূপ দাঁড়াইয়া জলে বনফুলে মালা গাঁথি দেব বন্ধের গলে।।ঐ বাজে মোহন বাঁশি শুন গো শ্রবণে প্ৰাণ হরিয়া নিল কালা ঐ বাঁশির টানে।।ভাইবে রাধারমণ বলে, করি জলের ছলকাল রূপ দেখিতে জলের ঘাটে চলে গো সখী চল।",লোকসঙ্গীত
জলের ঘাটে দেইখা আইলাম," ঘাটে দেখিয়া আইলাম কি সুন্দর শ্যামরায়শ্যামরায় ভমরা গো ঘুরিয়া ঘুরিয়া মধু খায়।নিতি নিতি ফুল বাগানে ভমর আসে মধু খায়আয় গো ললিতা সখী আবার দেখি শ্যামরায়।মুখে হাসি হাতে বাঁশি বাজায় বাঁশি শ্যামরায় চান বদনে প্রেমের রেখা আয় গো ফিরি দেখে আয়।ভাইবে রাধারমণ পাইলাম না রে হায়রে হায়–পাইতাম যদি বন্ধুয়ারে–রাখতাম হৃদয় পিঞ্জিরায়। পাঠান্তর : আইলাম > আইলেম, ভমরাগো >ভনরায়; দেখি শ্যামরায় > জলে ঘুরিয়া আয়; প্রেমের রেখা…আয় বাজায় বাঁশি মধুর মধুর শোনা যায়; বন্ধুয়ারে-> শ্যামের বাঁশি। বিকৃত পাঠ – জলের ঘাটে দেইখা আইলামকি সুন্দর শাম রাইশাম রাই, ভোমরায়ঘুইরা ঘুইরা মধু খায় ।। নিত্তি নিত্তি ফুল বাগানেভ্রমর আইসা মধু খায়আয় গো ললিতা সখিআবার দেখি পুনরায়।। মুখে হাসি হাতে বাশিঁবাজায় বা বন্ধুয়ায়চাদ বদনে প্রেমের রেখাকি বা শোভা দেখা যায় ।। ভাইবে রাধারমণ বলেপাইলাম না রে হায় রে হায়পাইতাম যদি প্রান বন্ধুরেরাখতাম রে পিঞ্জিরায়।। ————-রাধারমণ দত্ত ",লোকসঙ্গীত
জলের ঘাটে দেইখে আইলাম শ্যাম চিকন কালিয়া, ঘাটে দেইখে আইলামশ্যাম চিকন কালিয়া।।চূড়ার উপ্‌রে ময়ূর পাখা বামে দিছে হেলাইয়া। নিতি নিতি দেও খোটা কালিয়া সোনা বলিয়া।।দেখছি অনে লাগছে মনেপরশিতে পারি না।এমন সুন্দর তনু কে দিছে গো গড়িয়া।।ভাবিয়া রাধারমণ বলে থাক ধৈৰ্য ধরিয়া।বন্ধু যদি আপন হয় গো আসবে ঘুরিয়া ফিরিয়া।।,লোকসঙ্গীত
জলের ঘাটে পাইলাম দেখা বন্ধু শ্যামরায়," ঘাটে পাইলাম দেখা বন্ধু শ্যামরায় এমন নিষ্ঠুর বন্ধু রাধাকে জ্বালায়।।হৃদয়েতে ছেল বসাইয়া জ্বালায় প্রেমের বাতিআমার মনপ্ৰাণ হরি নিল করিলা কলঙ্কী। সাজাইয়া ফুলের মালা রইলাম। আশা পন্থেআসবে নিশো প্ৰাণবন্ধু অবলার প্রাণ থাকতে।।একে তো বসন্তের জ্বালা, জ্বালায় শ্যামরায় বাঁশি বাজল কোন বনে সইগো জাইনে আয়।।ভাইবে রাধারমণ বলে শুন গো ধনি রাইবন্ধের সঙ্গে দেখা হবে কদম্বের তলায়।।",লোকসঙ্গীত
জাগ রে কৃষাণ শ্রমিক মোদের এগিয়ে চল এই বার," রে কৃষাণ শ্রমিক মোদের এগিয়ে চল এই বার জ্বলুক আগুন আন্দোলনে সব এক হয়ে চলার দরকার ॥ স্বাধীন স্বাধীন, স্বাধীন কইয়া কত দুঃখ-ক্লেশ সহ্য করিয়া মোদের বুকের রক্ত দিয়া পাকিস্তান করলাম তৈয়ার ব্রিটিশ গেল রাজ্য ছাড়ি শান্তির আশা সবাই করি এখন কাক শৃগালের বাবুগিরি মোদের নাই রে অধিকার ॥ কৃষক মরে হা-হুঁতাশে চোর গুণ্ডারা মুচকি হাসে রক্তমাংস নিল চুষে আসল চোরের নাই বিচার ॥ দরিদ্র মজুর যারা খোরাক বিনে অর্ধর্মরা পরতে পায় না জামাজোড়া এই স্বাধীনের কী দরকার ॥ ন্যায় অন্যায় নাই বিচার গরম হয়েছে ঘুষের বাজার স্বার্থ বিনা কথা কয় না যারা যারা হল লিডার ॥ করিম কয় শান্তি পাব সব ভাই যদি এক হইব দুঃখ যাবে জয়ী হব হক্কের হাকিম পরওয়ার ॥",লোকসঙ্গীত
